"Difficulty","Flags","Turns","Rubric","Status","Source","Score","PL-ID","Seed-EX","Draft dialogue","Concept","Moves","Trigger","Misconception","Anchors"
"2","credit-close","4","(1) seen = vibrations/changes; (2) hidden = balanced substratum; (3) three stress modes; (4) why-Sutra-1 stated; (5) no over-length tutor turns","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","8","PL-159","EX-150","S: Sutra 1 is just the intro sentence — the equations are the real theory, no?|N: What does Sutra 1 actually compress — name its four answers.|S: What is seen — vibrations; what is hidden — the substratum; what creates the world — the three modes; and the naming of them. Four questions, four answers, one sentence.|N: So the equations are the theory and the sutra is what?|S: The compression of the whole model — the equations unpack what the sentence already asserts. Lose the sutra and the equations lose the claim they serve.|N: Then the intro-sentence reading?|S: Backwards — it is not a preface to the theory; the theory is an unpacking of it.|N: You reversed the dependency and the sentence got promoted to thesis, Sophie.","Sutra 1 answers four questions — what is seen (vibrations), what is hidden (substratum), what creates the world (three modes), what names them","structural-why,redirect,credit-the-student","Sutra 1 is just the intro sentence — the equations are the real theory, no?","The theory = the equations; losing that Sutra 1 already compresses the whole model","'Four questions for students: 1. What is seen? → Vibrations and changes 2. What is not directly seen? → The balanced background substratum 3. What creates the visible world? → Three recurring modes of interaction (stress) 4. Why does the first sutra matter so much? → Because it names the hidden base, the visible effects, and the rule that connects them' + 'The very first Suthra in almost all important Sanskrit works contains the core theorem.' (RG 3.0)"
"4","credit-close","4","(1) seen = vibrations/changes; (2) hidden = balanced substratum; (3) three stress modes; (4) why-Sutra-1 stated; (5) no over-length tutor turns","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","8","PL-160","EX-150","S: If Sutra 1 already compresses the whole model, what work is left for the other sixty-seven sutras — padding?|N: What does a compression need after itself?|S: Unpacking — each later sutra expands one of the four claims into derivations: the substratum's properties, the modes' algebra, the seen world's counts.|N: So the sixty-seven are what, exactly?|S: The proof load — the sutra states, the body derives. A compression without unpacking would be a slogan; this treatise is not that.|N: And what would make the later sutras padding after all?|S: Restatement — if they only repeated instead of deriving. Their whole justification is the distance between asserting and showing.|N: You gave the body of the text its job description — unpack, never restate, Sophie.","Sutra 1 answers four questions — what is seen (vibrations), what is hidden (substratum), what creates the world (three modes), what names them","structural-why,contrast,credit-the-student","If Sutra 1 already compresses the whole model, what work is left for the other sixty-seven sutras — padding?","The theory = the equations; losing that Sutra 1 already compresses the whole model","'Four questions for students: 1. What is seen? → Vibrations and changes 2. What is not directly seen? → The balanced background substratum 3. What creates the visible world? → Three recurring modes of interaction (stress) 4. Why does the first sutra matter so much? → Because it names the hidden base, the visible effects, and the rule that connects them' + 'The very first Suthra in almost all important Sanskrit works contains the core theorem.' (RG 3.0)"
"3","credit-close","4","Student must (1) identify self-supply in the summing row; (2) identify the same in the 1/7 cycle; (3) conclude both are structural loops, not decorations.","auto-validated","corpus/inw/book2/ch13_v3.5.md","8","PL-161","EX-181","S: Fibonacci and the 1-over-7 carousel with its 142857 cycle — both cute number tricks. What is the actual connection?|N: What does each one DO — what feeds what?|S: Fibonacci: each term is the sum of the two before — the row feeds itself. The 1-over-7 cycle: the remainders run through their states and return — the division feeds itself too.|N: So the connection is?|S: Both are closed counting loops — sequences that generate their own next state and return to start. Structure, not ornament: two self-generating systems.|N: And the rearview summing the chapter mentions — where does it sit?|S: Same family — counting that looks backward at its own outputs to make its future. Two entries, one grammar.|N: You promoted two curiosities into one grammar by asking what feeds what, Sophie.","Two closed counting loops meet: the rearview summing sequence (ch07) and the 1/7 carousel with its full-reptend cycle 142857 (ch13) — sequences that feed themselves are structure, not ornament","structural-why,contrast,credit-the-student","Fibonacci and the 1-over-7 carousel with its 142857 cycle — both cute number tricks. What is the actual connection?","Seeing the Fibonacci row and the 1/7 cycle as unrelated curiosities instead of two self-generating closed loops","ch07 rearview vs windshield counting of the summing sequence; ch13 1/7 full-reptend cycle 142857 recurring without help (ch13_v3.5.md: 'She kept dividing 50 by 49 and watching the powers of two cascade through the decimal — 02, 04, 08, 16, 32 — like a musical round that never quite finishes.')"
"5","","5","Student must (1) identify self-supply in the summing row; (2) identify the same in the 1/7 cycle; (3) conclude both are structural loops, not decorations.","auto-validated","corpus/inw/book2/ch13_v3.5.md","10","PL-162","EX-181","S: What makes a counting loop closed — and could a loop be open? What would an open counting sequence even be?|N: Define the closing first — what closes a loop, exactly?|S: Return — the generator's state comes back to a previous state, so the sequence must repeat: the carousel returns after six beats; the Fibonacci ratios converge on their own limit.|N: And open?|S: A generator whose state never revisits — new states forever, no cycle.|N: So closedness is guaranteed by what, in those cases?|S: Finiteness of the state space — finitely many states under a fixed rule forces a revisit; the loop closes itself, no ornament needed. Open loops would need unbounded states.|N: And the payoff for the chapter's two examples?|S: Their closure was structural necessity — finite self-generation must loop, which is why the row and the carousel rhyme.|N: You derived the looping instead of admiring it, Sophie.","Two closed counting loops meet: the rearview summing sequence (ch07) and the 1/7 carousel with its full-reptend cycle 142857 (ch13) — sequences that feed themselves are structure, not ornament","structural-why,derive-step,quantify,credit-the-student","What makes a counting loop closed — and could a loop be open? What would an open counting sequence even be?","Seeing the Fibonacci row and the 1/7 cycle as unrelated curiosities instead of two self-generating closed loops","ch07 rearview vs windshield counting of the summing sequence; ch13 1/7 full-reptend cycle 142857 recurring without help (ch13_v3.5.md: 'She kept dividing 50 by 49 and watching the powers of two cascade through the decimal — 02, 04, 08, 16, 32 — like a musical round that never quite finishes.')"
"2","credit-close","4","Student must (1) connect the film's thickness to a molecule count; (2) state thickness as a merged count; (3) link the two chapters as one move named twice.","auto-validated","corpus/inw/book2/ch05_v3.5.md","8","PL-163","EX-183","S: Measuring a paper's thickness with a stack of sheets — that is measurement, not counting. Different drawers, no?|N: How did the chapter get the paper's thickness — what number and what trick?|S: About a tenth of a millimeter — but by the stack: count the sheets, divide. The soap film was a hundred molecules thick — counted, not ruled.|N: So what did the measuring reduce to?|S: Counting — units merged and tallied. Thickness is how many sheets, how many molecules: a merged count.|N: Then the two drawers?|S: One drawer — measurement is counting done carefully, with the unit chosen for me. The dimension detective was doing count-merging all along.|N: You merged the drawers with the chapter's own trick — the stack never lied about being arithmetic, Sophie.","The dimension detective (ch01: paper ~0.1 mm, soap film ~100 molecules thick) is already count-merging (ch05) — 'how thick is it' is a counting question in disguise","structural-why,redirect,credit-the-student","Measuring a paper's thickness with a stack of sheets — that is measurement, not counting. Different drawers, no?","Keeping 'measurement' and 'counting' in separate mental drawers — not seeing thickness as a merged count","ch01 dimension detective: paper ~0.1 mm, soap film ~100 molecules thick; ch05 count-merging of layers into wholes (ch05_v3.5.md: 'The Return

Morning light.')"
"4","","4","Student must (1) connect the film's thickness to a molecule count; (2) state thickness as a merged count; (3) link the two chapters as one move named twice.","auto-validated","corpus/inw/book2/ch05_v3.5.md","10","PL-164","EX-183","S: If measurement is counting in disguise, what is NOT a count — is anything? Where does the merge stop?|N: Test the extreme — what does a thermometer hand you?|S: A number of marks — the column against a scale. Every reading is a tally of unit events, however refined.|N: So where could non-counting live?|S: Nowhere in the measuring act — the unit is the choice, the counting is the act. Even the standard meter is defined by counted wavelengths of some light.|N: And the honest limit of the claim?|S: It is about measurement's grammar — not that reality IS numbers, but that our grip on reality is tallies. The drawer I kept separate was where I filed my method, not the world.|N: You found the merge's true boundary — it stops at philosophy, not at any instrument, Sophie.","The dimension detective (ch01: paper ~0.1 mm, soap film ~100 molecules thick) is already count-merging (ch05) — 'how thick is it' is a counting question in disguise","structural-why,quantify,belief-vs-knowledge,credit-the-student","If measurement is counting in disguise, what is NOT a count — is anything? Where does the merge stop?","Keeping 'measurement' and 'counting' in separate mental drawers — not seeing thickness as a merged count","ch01 dimension detective: paper ~0.1 mm, soap film ~100 molecules thick; ch05 count-merging of layers into wholes (ch05_v3.5.md: 'The Return

Morning light.')"
"4","credit-close","4","Student must (1) rule out observation for x; (2) rule out mere pattern-inference; (3) classify the value as forced by necessity.","auto-validated","corpus/inw/book2/ch12_v3.5.md","8","PL-165","EX-187","S: x equals 0.618034 — measured, chosen, or revealed? It sits in a book like every constant. What makes it different from, say, the 28-over-72 split?|N: Name the three ways of knowing and sort both numbers into them.|S: Observation measures the world — the 28-over-72 split is that kind, read off a domain and checkable. Inference reads the pattern. Necessity forces the value.|N: And x falls where?|S: Necessity — one over x equals one plus x has exactly one positive solution. No measurement could have returned anything else; the equation does the forcing.|N: So what was wrong with lumping x with the split?|S: Category — the split could have been otherwise and was checked; x could not be otherwise and was derived. Measured and forced are different trophies.|N: You sorted the constants by how they are known instead of where they sit, Sophie.","Which way of knowing reveals x? Observation measures the world; inference reads the pattern; necessity forces the value (ch04's three ways applied to ch12's x)","contrast,structural-why,quantify,credit-the-student","x equals 0.618034 — measured, chosen, or revealed? It sits in a book like every constant. What makes it different from, say, the 28-over-72 split?","Lumping x with measured constants like the 28/72 split, without separating observation from necessity","ch04 three ways of knowing — observation, inference, necessity; ch12 x forced by x²+x−1 = 0 (ch12_v3.5.md: 'The reciprocal equals one plus the number itself.'

'Why does this matter for Raja stress?' He drew a horizontal line marked 0, x, and 1.')"
"4","credit-close","4","Student must (1) separate the observer-role from the activity-roles; (2) keep both as states; (3) reject substance-vocabulary for both.","auto-validated","corpus/inw/book2/ch07_v3.5.md","8","PL-166","EX-199","S: Purusha and the Gunas — souls and qualities, mystical vocabulary in my physics guide. Defend the book.|N: What does the guide make Purusha — a soul or a state?|S: The one observer-state — the reference condition everything else is counted against. And the Gunas are ten activity-states of the medium. States, not things.|N: So the vocabulary's job is what?|S: One grammar with two entries — the same states-language entering at chapter two and chapter seven. States are how the medium's grammar parses, not ghosts in it.|N: And the slide you would warn me about?|S: Turning them into kinds of THING — souls and substances. The moment they become things, the derivation dies into mythology and the guide's whole method is lost.|N: You defended the book by keeping its nouns from becoming furniture, Sophie.","The states-not-things through-line completes itself: Purusha as one observer-state (ch02) and Guna's ten activity-states (ch07) — one vocabulary, two entries; states are the medium's grammar","structural-why,belief-vs-knowledge,redirect,credit-the-student","Purusha and the Gunas — souls and qualities, mystical vocabulary in my physics guide. Defend the book.","Sliding back to souls and substances — treating Purusha and the Gunas as different kinds of THING","ch02 Purusha-as-state (Kx ≈ 0.9149879); ch07 Guna = 3 × 5 decoded into ten activity-states (ch07_v3.5.md: 'It's the last state in the simultaneous mode — state 5 — and the first state in the sequential mode — state 6.')"
"2","credit-close","4","Student must (1) count whole objects at varied scales; (2) derive 1/1 = 2/2 = ∞/∞ = 1; (3) connect to scale invariance.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","8","PL-167","EX-203","S: The numeral 1 is just a symbol we invented — how can a symbol be the foundation of a science?|N: What does the guide claim about 1 — symbol, or object?|S: A real whole — and scale-invariant: one over one, two over two, infinity over infinity all collapse to the same 1.|N: So the symbol points at what?|S: At the one-whole itself — any counted thing taken as a unit. The proportion one-over-one equals one at every scale is the foundation: counting survives its own scaling.|N: And the abstract-symbol reading — where does it fail?|S: At the anchoring — the 1 is not our convention; it is the structural fact that wholes count as ones at every scale, convention or no convention.|N: You anchored the symbol to the wholes it counts and the abstraction objection ran dry, Sophie.","The numeral 1 is a real whole object, not an abstraction — scale-invariant: 1/1 = 2/2 = ∞/∞ = 1, the foundation of Sankhya's scale-invariant law","structural-why,quantify,belief-vs-knowledge,credit-the-student","The numeral 1 is just a symbol we invented — how can a symbol be the foundation of a science?","Treating the numeral 1 as an abstract symbol with no bearing on real wholes","RG §1.2 '1 is scale-invariant: 1/1 = 2/2 = ∞/∞ = 1. Any coherent whole, at any scale, counts as one. This is the foundation of Sankhya's scale-invariant law'"
"2","credit-close","4","Student must (1) explain the fixed center of halving; (2) derive that 1/2 is the largest single rate of change; (3) link it to the standing-wave ratio.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","8","PL-168","EX-204","S: Why is 1/2 special? It is just the first fraction anyone learns.|N: What does the guide claim halves do that no other fraction does?|S: Maximum change — the largest single rate of change from a whole unit, while preserving a fixed center.|N: Preserving which center?|S: The whole's own — change by a half and a center survives to balance around; change by a whole and the center is gone with it.|N: And the standing-wave tie-in?|S: The fundamental mode — the maximum half-shift is exactly the ratio the basic standing wave lives on. The fraction is not first by accident; it is maximal by structure.|N: You gave the first fraction a reason for being first — maximality, not familiarity, Sophie.","1/2 is the maximum change increment — the largest single rate of change from a whole unit; it preserves a fixed center and yields the fundamental standing-wave ratio","structural-why,quantify,credit-the-student","Why is 1/2 special? It is just the first fraction anyone learns.","Seeing 1/2 as an ordinary fraction rather than the maximum change increment that fixes a center","RG §1.2 '1/2 is the maximum change increment — the largest single rate of change possible from a whole unit. Dividing the whole by 2 preserves a fixed center and produces the fundamental standing-wave ratio of all harmonic systems'"
"1","","4","Student must (1) compare thirds vs fiftieths; (2) state the decreasing-rate rule; (3) generalize to 1/n.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","10","PL-169","EX-205","S: 1/3, 1/4, 1/5 — they are all just a piece of something. What is the actual difference between them?|N: What changes as the denominator grows?|S: The bite — each increment is a smaller rate of change. A third moves more than a quarter; smaller pieces mean gentler change.|N: So unit fractions are NOT interchangeable?|S: No — the denominator controls the rate: the larger it gets, the less change each step carries.|N: And the honest rule to keep?|S: Read the denominator as the dose — unit fractions form a ladder of change-rates, not a pile of equivalent pieces.|N: You turned a pile of similar fractions into a ladder with a direction, Sophie.","1/3, 1/4, ... 1/n are progressively smaller change rates — the larger the denominator, the less change each increment represents","quantify,contrast,credit-the-student","1/3, 1/4, 1/5 — they are all just a piece of something. What is the actual difference between them?","Assuming all unit fractions are equivalent, missing that denominator size controls the rate of change","RG §1.2 '1/3, 1/4, 1/5, ... 1/n represent progressively smaller change rates — decreasing incremental ratios as the denominator increases. The larger the denominator, the less change each increment represents'"
"3","","4","Student must (1) state the survival condition; (2) verify x via 1/x = 1+x; (3) conclude inevitability over coincidence.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","10","PL-170","EX-206","S: Sunflowers, pinecones, spiral galaxies — phi everywhere. Is that coincidence, or nature having aesthetic taste?|N: What decides between coincidence and necessity here?|S: Survival — the guide says nature selects only self-sustaining ratios, the ones satisfying one over x equals one plus x. Golden-structure arrangements persist; others do not last to be admired.|N: So the appearances trace to what?|S: A balance condition, not a taste — what satisfies the balance gets to keep existing, and the golden value is the only one that does.|N: Then the aesthetic reading fails how?|S: It reverses the arrow — beauty did not guide nature; the forced balance produced the forms we later found beautiful.|N: You replaced taste with selection and the arrow points the right way now, Sophie.","Nature selects only self-sustaining ratios — those that satisfy the balance equation 1/x = 1 + x; the golden-ratio structure is inevitable, not coincidence","structural-why,belief-vs-knowledge,redirect,credit-the-student","Sunflowers, pinecones, spiral galaxies — phi everywhere. Is that coincidence, or nature having aesthetic taste?","Explaining golden-ratio occurrences as coincidence or aesthetic preference rather than forced balance","RG §1.2 'This counting logic is why nature selects specific ratios, not arbitrary ones: only those that satisfy the balance equation 1/x = 1 + x are self-sustaining'; Part 13 'Nature Has Reasons — The golden ratio isn't arbitrary — it's inevitable'"
"3","","4","Student must (1) trace the causal chain to the imported lump; (2) state the axiomatic-foundation criterion; (3) state proof-from-within and its external-parameter ban.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","10","PL-171","EX-207","S: As long as the predictions fit the data, who cares where a theory's assumptions came from? Import whatever works.|N: What does the guide demand of a correct theory beyond fitting?|S: An axiomatic foundation — proof generated from within, so causality is never violated by an arbitrary external parameter.|N: What breaks when an assumption is imported?|S: The explanatory chain — the fitted theory cannot say why its own inputs hold; causality has a hole exactly at the import point.|N: And when the import is harmless — is it ever?|S: Never harmless in principle: fitting is a check, not a founding. The theory may survive testing, but its account of itself does not improve by borrowing.|N: You separated surviving from explaining and made the import owe rent, Sophie.","Criterion for a correct theory: an axiomatic foundation so causality is not violated, and proof generated from within — not dependent on arbitrary external parameters","structural-why,belief-vs-knowledge,contrast,credit-the-student","As long as the predictions fit the data, who cares where a theory's assumptions came from? Import whatever works.","Believing imported assumptions are harmless as long as the theory fits observations","RG §1.3 criteria: '2. Based on an axiomatic foundation so causality is not violated' and '7. Proof generated from within — not dependent on arbitrary external parameters'"
"3","credit-close","4","Student must (1) find what is common to all variables; (2) define time as the interval between activities; (3) reduce the variable set to one control.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","8","PL-172","EX-208","S: Physics has many fundamentals — length, mass, time, charge. Why would anyone collapse them into just time?|N: What does the guide take time to BE?|S: The interval between activities — and every measured change is a sequence of activities. So each so-called fundamental reduces to counts of events.|N: Mass too?|S: As measured — a count of activity differences; nothing enters a measurement except sequences of events. The many units are bookkeeping for one variable.|N: And the objection that they act independent in the lab?|S: Independent in formula, not in origin — the derivations recover the formulas either way. The collapse is about what is actually counted, not about deleting the math.|N: You collapsed the foundations without touching the formulas — the rare honest reduction, Sophie.","A correct theory is restricted to a single controlling variable: time — the interval between activities; every measured change is a sequence of activities","structural-why,quantify,contrast,credit-the-student","Physics has many fundamentals — length, mass, time, charge. Why would anyone collapse them into just time?","Treating the many physical variables as independent fundamentals rather than aspects of one activity count","RG §1.3 criterion 4: 'Restricted to a single controlling variable (time — the interval between activities)'"
"3","","4","Student must (1) characterize the failed search; (2) distinguish non-detection from non-existence; (3) explain why the vacuum claim is a conundrum.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","10","PL-173","EX-210","S: Experiments went looking for the medium and found nothing — is not-detection just not-there, in the end?|N: What do experiments detect — things, or changes?|S: Changes — every detector fires on a difference. And the guide's point is that a substantial space in perfect balance produces no change to register.|N: So failed detection shows what?|S: That nothing about the medium disturbed the probe — the conundrum of the vacuum position. Not-found is a statement about the probe's diet, not about the pantry.|N: And the honest formulation?|S: Failed detection with the characteristics of space is a puzzle about detection's limits — balance is invisible, not absent.|N: You audited what the instrument eats and found silence on the menu, Sophie.","Space is substantial, dynamic, coherent — the 'vacuum' position is a conundrum caused by the failure of experiments to detect space's characteristics, not evidence of emptiness","quantitative-care,structural-why,belief-vs-knowledge,credit-the-student","Experiments went looking for the medium and found nothing — is not-detection just not-there, in the end?","Equating failed detection with proof of emptiness — 'not found' read as 'not there'","RG §1.4 'A classical example of a conundrum in Physics and Cosmology is the assumption that space is a vacuum, void or devoid of substantiality because of the failure of experiments to detect the presumed characteristics of space' + row 'Space is substantial, dynamic, coherent, holographic'; Part 13 'Invisible Is Not Unreal'"
"1","credit-close","4","Student must (1) distinguish delivery speed from ownership; (2) state the empower principle; (3) recognize the method in use.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","8","PL-174","EX-217","S: Just tell me the rule — why make me find it when you could say it in one line?|N: One line enters your notes in one line. What enters when you find it yourself?|S: The path — I would own why it must be so, not just that it is. Telling is faster but leaves me holding a sentence.|N: And under pressure — which survives?|S: Mine — a told rule I can forget; a found rule I can regenerate.|N: So what is teaching for, by that measure?|S: Ownership — the guide's own line: empower, don't lecture. Speed was always the wrong metric.|N: You costed the shortcut honestly and found the expensive part was the loss, Sophie.","Empower, Don't Lecture — help readers discover; telling is faster but the learner owns only what they find themselves (the tutor's own method)","structural-why,redirect,credit-the-student","Just tell me the rule — why make me find it when you could say it in one line?","Measuring teaching by speed of transfer instead of by learner ownership","RG Part 13 'Empower, Don't Lecture — Help readers discover. Don't tell them what they should find'"
"2","credit-close","4","Student must (1) define a guna operationally; (2) find the counting in moolaprakriti; (3) state the no-mysticism principle.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","8","PL-175","EX-218","S: Purusha, gunas, sutras — this sounds religious. How is a book with that vocabulary science?|N: What does the guide claim about its own domain?|S: Reality only — no speculation, no belief, no mysticism; axiomatically derived truth about the counted substratum.|N: And the Sanskrit words — what are they doing in that program?|S: Working as operational descriptions — each term names a countable role or mode, not an article of faith. The religion reading imports content the definitions never carry.|N: So the test for mysticism is what?|S: Derivability — if a term's claims trace to the axiom and survive checking, it is science wearing old clothes.|N: You tested vocabulary by its derivational tickets, not its accent, Sophie.","Sankhya deals only with reality — no speculation, no belief, no mysticism; only axiomatically derived truth about the counted substratum","belief-vs-knowledge,structural-why,redirect,credit-the-student","Purusha, gunas, sutras — this sounds religious. How is a book with that vocabulary science?","Reading the traditional Sanskrit vocabulary as mystical content rather than operational descriptions","RG Part 13 'Sankhya Deals Only With Reality — No speculation, no belief, no mysticism. Only axiomatically derived truth'"
"5","","5","Student must (1) derive 1/2 and x from counting; (2) name the constant chain; (3) crown it with the PHO engine and state the full arc.","auto-validated","data/sankhya-text/SANKHYA_SCIENCE_REFERENCE_GUIDE_v2.4.txt","10","PL-176","EX-225","S: Walk the chain backwards for me — from h and alpha-inverse down to one plus one equals two. Is it really unbroken?|N: Pick the top links first — what sits just beneath the constants?|S: The frame and x — from x and the frame come C, the Mly, Kx, Rs, h, alpha-inverse, each derived, none imported. And beneath x sits the balance: one over x equals one plus x forces x to be 0.618034 — necessity, not choice.|N: Beneath the balance?|S: The counting logic — one half as the maximum change increment, from the axiom itself: one plus one equals two.|N: So the chain's whole claim is what?|S: No imported constants anywhere — every number on the list is a consequence of counting logic. Unbroken is a derivational fact, checkable link by link.|N: And your job with it?|S: To keep pulling links — trust none of them until I have derived each one myself.|N: You audited the chain link by link and left it holding its own weight, Sophie.","Capstone: one axiom 1+1=2 runs the entire science — counting logic yields 1/2, the balance 1/x = 1+x forces x = 0.618034, and from x and the frame come C, Mly, Kx, Rs, h, α⁻¹ and the PHO engine — no imported constants, no belief","derive-step,structural-why,quantify,credit-the-student","Walk the chain backwards for me — from h and alpha-inverse down to one plus one equals two. Is it really unbroken?","Treating the constants and states as disconnected results instead of one chain from the axiom to the engine","RG §1.2 axiom 1+1=2 and 1/2 maximum change; §1.2 balance equation 1/x = 1+x; §2.8a C = Cs; Appendix A h = 7·Ne, α⁻¹; Part 13 'PHO Is the Engine' and 'Follow the Ladder'"
"3","credit-close","4","(1) student orders the cradle's three phases; (2) student maps them onto the seesaw atom; (3) student states the algebra identity in own words; (4) tutor questions only; (5) closing names the gunas after derivation with credit","auto-validated","corpus/inw/book1/ch11_v5.1.md","8","PL-177","EX-232","S: Newton's cradle, the seesaw atom, the guna equations — the guide says one stress sequence. That sounds like a stretch across three worlds.|N: What is identical across the three — the objects, or the phase order?|S: The order — compression, exchange, release. The cradle runs it in steel, the atom's cycle in its standing wave, the equations in exact algebra.|N: So the stretch claim fails how?|S: It assumed the contexts make the contents — but the sequence is one stress pattern in different materials, and the algebra matches each case.|N: What would falsify the unity claim?|S: An order mismatch — if the atom's cycle or the equations ran compression and release differently, the one-sequence reading would break. They do not.|N: You unified by order, not by appearance — the only unity that survives contact, Sophie.","Thaama–Raja–Sathwa is one stress sequence — a Newton's cradle click, the seesaw atom's cycle, and the Guna equations in the guide","structural-why,contrast,predict-then-test,credit-the-student","Newton's cradle, the seesaw atom, the guna equations — the guide says one stress sequence. That sounds like a stretch across three worlds.","Reading the gunas as mythic qualities instead of three physical stress modes with exact algebra","'This is the coupled pendulums… The same exchange' and 'the coupling is so stiff that it happens in a single click' (ch11_v5.1); 'Thaama … x² = 1/2 − x³/2; Raja … x³ = x − x²' (RG Part 5); seesaw atom cycle (ch03_v3.5) (ch11_v5.1.md: 'The *two collisions land at the same instant* (one on each side), so they fold together and *look* like a *single click* — one full turn, a clean *360°*.')"
"1","credit-close","4","(1) premise challenged via question, not correction; (2) three figures placed correctly with roles (found/wrote down/named); (3) student synthesizes; (4) history used as evidence, not trivia","auto-validated","corpus/inw/book1/ch01_v5.1.md","8","PL-178","EX-003","S: The name is Fibonacci — he found the sequence, it is on the label. Case closed?|N: What did the chapter give as the timeline?|S: Pingala studied it over two thousand years ago in India — the rule was old by more than a millennium when Leonardo's book reached Europe.|N: So what does the label actually record?|S: Who carried it West, not who found it. Naming is not discovering — the label stuck to the courier.|N: And the habit to keep?|S: Check provenance before crediting the name — the evidence of origin outranks the branding.|N: You closed the case by reopening the label, Sophie.","Provenance — Pingala, Bonacci, Lucas; naming is not discovering","history-as-evidence,redirect,credit-the-student","The name is Fibonacci — he found the sequence, it is on the label. Case closed?","Conflating 'named after' with 'discovered by'; European-centric attribution","'More than two thousand years ago… a scholar in India named Pingala'; 'misrau cha—'the two are mixed.''; 'Roughly fourteen hundred years'; Lucas 'in the 1800s'"
"1","","4","(1) driftwood stated as bobbing in place; (2) 'the wave travels, not the water' in student's words; (3) pattern-vs-matter distinction own; (4) no tutor assertion before student observation; (5) short affirming close, no new claim","auto-validated","corpus/inw/book1/ch05_v5.1.md","10","PL-179","EX-026","S: Waves push surfers to shore — so waves obviously carry water with them, right?|N: What did the driftwood do when the waves passed?|S: Bobbed — rose on the crest, sank in the trough, and stayed put. Nothing carried it.|N: So what travels in a wave, if not the water?|S: The pattern — each bit of water oscillates in place; the shape moves, the medium does not.|N: Then why do surfers arrive?|S: The slope feeds them — they ride the pattern, not the water's journey.|N: You let one piece of driftwood out-argue an assumption, Sophie.","The wave travels; the medium stays put (driftwood test)","elicit-observation,redirect,credit-the-student","Waves push surfers to shore — so waves obviously carry water with them, right?","Believing the wave carries water (matter) with it, so the driftwood should be swept toward shore","'The water particles move in small circles as the wave passes, but they don't travel with the wave. It's the pattern that travels'"
"2","","4","(1) student tracks height and speed separately in one crossing; (2) both complete a full round seen, not told; (3) 720° derived from two crossings; (4) terms vibration/oscillation named only after the observation; (5) closing credits the crossing-count","auto-validated","corpus/inw/book1/ch05_v5.1.md","10","PL-180","EX-027","S: A washer swings out and comes back — one circle, 360 degrees. Where is the extra turn the chapter keeps mentioning?|N: Trace one crossing of the rest point — how much of the cycle is that?|S: A full round already — one crossing passes the whole circle once, out or back.|N: So the out-and-back trip totals?|S: Two full rounds — 720 degrees. The return is not a refund of the first pass; it is a second one.|N: Then the washer's visible return-to-start is what?|S: One round of a two-round trip — the visible completion is half the accounting, which is exactly where my 360 went missing.|N: You found the missing circle in the counting, not in the physics, Sophie.","Vibration vs oscillation — one crossing is a full round, so a round trip is 720°","elicit-observation,quantify,structural-why,credit-the-student","A washer swings out and comes back — one circle, 360 degrees. Where is the extra turn the chapter keeps mentioning?","Equating the washer's visible return with one complete circle, counting a round trip as 360°","'One crossing — out to the far side and stopping there — is a vibration. Out and back, both crossings, all the way home to where it started, is an oscillation. One oscillation is two vibrations.' and 'Out and back is 720 degrees, not 360.'"
"2","credit-close","4","(1) student lays finger on an actual node and reports no motion; (2) cancellation at the node derived from the two waves, not told; (3) reinforcement at antinodes stated; (4) 'made of motion' in student's words; (5) node/antinode names given only after discovery","auto-validated","corpus/inw/book1/ch06_v5.1.md","8","PL-181","EX-031","S: Nodes are where the wave quits — nothing happens there. Why even mark them?|N: What did you find when you checked what arrives at a node?|S: Two opposite motions, equal at every instant — the stillness is made, not vacant.|N: Made how?|S: By balance — remove either wave and the point moves. A node is full of wave, held at zero.|N: So why mark them?|S: They are the structure — the fixed skeleton the standing pattern hangs on; the antinodes live between them.|N: You gave the quiet points their full biography — held, not hollow, Sophie.","Nodes and antinodes — stillness made by two opposite motions balancing","elicit-observation,structural-why,name-last,credit-the-student","Nodes are where the wave quits — nothing happens there. Why even mark them?","Reading the standing wave as a wave that simply stopped, and the nodes as places with nothing happening","'This point... is called a node. It's a point that never moves—even though the rope is vibrating all around it.' and 'It's not standing still—it's two opposite motions perfectly balanced.'"
